"","","","/表頭_項目_db","事業所数","合計","衣料品計","紳士服・洋品","婦人・子供服・洋品","その他の衣料品","身の回り品","飲食料品","その他計","家具","家庭用電気機械器具","家庭用品","その他の商品","食堂・喫茶","商品券販売額","営業日数","従業者数","売場面積"
"地域_db","表側_項目_db","時間軸_db","/単位_db","店","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","日","人","千平方m"
"高知県","合計(百貨店＋スーパー)","2020年1～3月","","31","17026","2289","416","1276","109","487","11987","2750","70","93","571","1999","18","136","89.8","2861","153"
"高知県","合計(百貨店＋スーパー)","2020年4～6月","","31","16848","1738","321","933","113","371","12631","2479","63","84","746","1576","10","88","89","2803","153"
"高知県","合計(百貨店＋スーパー)","2020年7～9月","","31","18728","2057","332","1081","125","519","13479","3192","77","111","814","2174","16","106","91.8","2788","153"
"高知県","合計(百貨店＋スーパー)","2020年10～12月","","31","19925","2387","446","1246","160","535","14055","3484","125","115","821","2404","18","190","92","2809","153"
"高知県","合計(百貨店＋スーパー)","2020年1月","","26","5837","979","189","538","42","211","3910","948","28","36","172","706","6","40","30.5","2530","142"
"高知県","合計(百貨店＋スーパー)","2020年2月","","26","5265","639","113","375","31","120","3764","862","20","26","149","661","6","28","28.9","2501","142"
"高知県","合計(百貨店＋スーパー)","2020年3月","","31","5924","671","115","364","36","156","4313","940","22","32","250","632","6","69","30.4","2861","153"
"高知県","合計(百貨店＋スーパー)","2020年4月","","31","5037","313","50","162","24","77","4047","677","13","18","220","424","2","22","29","2839","153"
"高知県","合計(百貨店＋スーパー)","2020年5月","","31","5686","528","92","291","38","107","4312","846","20","27","259","537","3","23","30.1","2800","153"
"高知県","合計(百貨店＋スーパー)","2020年6月","","31","6125","898","179","479","51","188","4272","956","30","40","267","614","5","43","29.9","2803","153"
"高知県","合計(百貨店＋スーパー)","2020年7月","","31","6294","794","140","418","49","187","4408","1092","26","40","277","744","5","49","30.8","2790","153"
"高知県","合計(百貨店＋スーパー)","2020年8月","","31","6408","654","109","344","40","161","4686","1068","22","29","283","729","5","30","31","2787","153"
"高知県","合計(百貨店＋スーパー)","2020年9月","","31","6027","610","84","319","36","171","4386","1031","29","42","254","702","5","27","30","2788","153"
"高知県","合計(百貨店＋スーパー)","2020年10月","","31","5923","749","133","411","50","154","4172","1002","44","31","245","677","6","27","31","2797","153"
"高知県","合計(百貨店＋スーパー)","2020年11月","","31","6090","848","157","439","54","198","4241","1002","41","40","259","656","6","44","30","2790","153"
"高知県","合計(百貨店＋スーパー)","2020年12月","","31","7912","790","157","395","56","182","5642","1480","40","45","316","1071","7","120","31","2809","153"
"高知県","百貨店","2018年","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","176","X"
"高知県","百貨店","2019年","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","168","X"
"高知県","百貨店","2020年","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","159","X"
"高知県","百貨店","2018年度","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","174","X"
"高知県","百貨店","2019年度","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","166","X"
"高知県","百貨店","2020年1～3月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","166","X"
"高知県","百貨店","2020年4～6月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","163","X"
"高知県","百貨店","2020年7～9月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","160","X"
"高知県","百貨店","2020年10～12月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","159","X"
"高知県","百貨店","2020年1月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","168","X"
"高知県","百貨店","2020年2月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","167","X"
"高知県","百貨店","2020年3月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","166","X"
"高知県","百貨店","2020年4月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","164","X"
"高知県","百貨店","2020年5月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","164","X"
"高知県","百貨店","2020年6月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","163","X"
"高知県","百貨店","2020年7月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","161","X"
"高知県","百貨店","2020年8月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","160","X"
"高知県","百貨店","2020年9月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","160","X"
"高知県","百貨店","2020年10月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","161","X"
"高知県","百貨店","2020年11月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","161","X"
"高知県","百貨店","2020年12月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","159","X"
"高知県","スーパー","2018年","","24","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2079","X"
"高知県","スーパー","2019年","","25","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2389","X"
"高知県","スーパー","2020年","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2650","X"
"高知県","スーパー","2018年度","","24","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2056","X"
"高知県","スーパー","2019年度","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2695","X"
"高知県","スーパー","2020年1～3月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2695","X"
"高知県","スーパー","2020年4～6月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2640","X"
"高知県","スーパー","2020年7～9月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2628","X"
"高知県","スーパー","2020年10～12月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2650","X"
"高知県","スーパー","2020年1月","","25","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2362","X"
"高知県","スーパー","2020年2月","","25","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2334","X"
"高知県","スーパー","2020年3月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2695","X"
"高知県","スーパー","2020年4月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2675","X"
"高知県","スーパー","2020年5月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2636","X"
"高知県","スーパー","2020年6月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2640","X"
"高知県","スーパー","2020年7月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2629","X"
"高知県","スーパー","2020年8月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2627","X"
"高知県","スーパー","2020年9月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2628","X"
"高知県","スーパー","2020年10月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2636","X"
"高知県","スーパー","2020年11月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2629","X"
"高知県","スーパー","2020年12月","","30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2650","X"
"福岡県","合計(百貨店＋スーパー)","2018年","","155","677421","195848","30622","92860","9338","63029","309434","172139","4177","7145","17438","137922","5456","7293","363.3","16834","1074"
"福岡県","合計(百貨店＋スーパー)","2019年","","155","662703","186450","28514","85520","8789","63627","305865","170388","3710","7530","15067","139086","4995","6572","363.3","16567","989"
"福岡県","合計(百貨店＋スーパー)","2020年","","169","606705","137680","20997","57686","7375","51622","315953","153072","3695","9930","13320","123265","2862","5090","362.6","16432","1014"
"福岡県","合計(百貨店＋スーパー)","2018年度","","152","677332","195769","30492","92358","9353","63567","308655","172908","4173","7076","17320","138890","5449","7118","363.4","16108","1028"
"福岡県","合計(百貨店＋スーパー)","2019年度","","166","649151","175648","26976","79500","8297","60876","306982","166520","3505","7659","14385","136354","4616","6339","364.7","17091","1023"
"福岡県","合計(百貨店＋スーパー)","2020年1～3月","","166","149844","38523","5891","17397","1779","13456","73640","37681","783","1824","3403","30728","942","939","90.7","17091","1023"
"福岡県","合計(百貨店＋スーパー)","2020年4～6月","","168","124753","21255","3577","9374","1287","7017","73256","30242","854","2585","3047","23451","304","856","88.5","17218","1029"
"福岡県","合計(百貨店＋スーパー)","2020年7～9月","","168","155061","33507","4414","13534","1838","13720","81278","40276","983","2878","3620","32070","725","1466","91.5","15683","1012"
"福岡県","合計(百貨店＋スーパー)","2020年10～12月","","169","177048","44395","7115","17381","2470","17429","87779","44873","1074","2643","3250","37015","891","1829","91.9","16432","1014"
"福岡県","合計(百貨店＋スーパー)","2020年1月","","155","54507","17118","2787","7812","759","5761","24189","13200","295","621","1270","10601","413","307","30.7","16903","983"
"福岡県","合計(百貨店＋スーパー)","2020年2月","","155","46124","10504","1519","4712","488","3784","24029","11591","207","495","1010","9580","298","267","29","16197","983"
"福岡県","合計(百貨店＋スーパー)","2020年3月","","166","49213","10901","1585","4874","533","3911","25421","12890","281","708","1123","10547","231","365","31","17091","1023"
"福岡県","合計(百貨店＋スーパー)","2020年4月","","167","32720","2459","392","1125","214","728","22848","7413","230","655","826","5674","29","143","28.6","17111","1024"
"福岡県","合計(百貨店＋スーパー)","2020年5月","","168","40250","6010","1029","2733","407","1841","24450","9790","262","838","966","7649","74","229","29.9","17037","1029"
"福岡県","合計(百貨店＋スーパー)","2020年6月","","168","51783","12785","2157","5515","665","4449","25958","13039","362","1092","1256","10128","202","484","30","17218","1029"
"福岡県","合計(百貨店＋スーパー)","2020年7月","","168","55562","12508","1716","5174","666","4951","29052","14003","326","1062","1366","11004","244","775","31","17362","1029"
"福岡県","合計(百貨店＋スーパー)","2020年8月","","169","51787","10427","1363","4148","651","4266","27581","13778","374","1025","1366","10774","238","411","30.9","17555","1031"
"福岡県","合計(百貨店＋スーパー)","2020年9月","","168","47712","10571","1334","4212","522","4504","24646","12495","283","790","888","10292","242","280","29.6","15683","1012"
"福岡県","合計(百貨店＋スーパー)","2020年10月","","168","52368","13994","2215","5904","782","5093","25109","13265","332","685","971","10989","289","274","31","15856","1012"
"福岡県","合計(百貨店＋スーパー)","2020年11月","","169","54940","14039","2304","5580","805","5351","26967","13933","359","777","988","11520","289","576","29.9","16073","1014"
"福岡県","合計(百貨店＋スーパー)","2020年12月","","169","69740","16362","2596","5897","883","6986","35704","17674","384","1181","1290","14507","313","979","31","16432","1014"
"福岡県","百貨店","2018年","","8","314823","149319","19480","70304","5387","54148","74748","90756","2796","166","9256","73082","5456","6219","364.1","2613","307"
"福岡県","百貨店","2019年","","7","302944","142345","18172","64373","5000","54799","70779","89820","2360","188","7102","75175","4995","5466","364","2359","251"
"福岡県","百貨店","2020年","","6","222654","100717","12567","40551","3473","44126","55625","66311","1870","168","5116","56296","2862","4129","351.5","2273","240"
"福岡県","百貨店","2018年度","","7","315252","149717","19460","70013","5466","54778","74138","91396","2794","160","9138","73855","5449","6053","364.2","2407","277"
"福岡県","百貨店","2019年度","","7","286556","132933","17007","59150","4536","52240","68043","85580","2129","190","6299","72346","4616","5243","365.4","2300","250"
"福岡県","百貨店","2020年1～3月","","7","61541","29521","3818","13112","997","11594","13916","18105","470","40","1423","15229","942","718","90.6","2300","250"
"福岡県","百貨店","2020年4～6月","","7","31327","13467","1756","5861","439","5411","8486","9375","355","27","727","7960","304","664","79.9","2336","250"
"福岡県","百貨店","2020年7～9月","","6","56083","24582","2619","9549","881","11532","13818","17683","515","50","1432","14962","725","1207","89","2301","240"
"福岡県","百貨店","2020年10～12月","","6","73702","33148","4374","12028","1156","15590","19405","21149","529","51","1533","18145","891","1540","92","2273","240"
"福岡県","百貨店","2020年1月","","7","24936","13520","1855","6155","463","5047","4719","6697","195","16","640","5435","413","238","30.7","2352","251"
"福岡県","百貨店","2020年2月","","7","18735","7982","970","3424","281","3307","5078","5675","127","11","413","4826","298","205","28.9","2344","250"
"福岡県","百貨店","2020年3月","","7","17870","8019","993","3533","253","3240","4118","5733","149","14","371","4968","231","275","31","2300","250"
"福岡県","百貨店","2020年4月","","7","4089","1123","115","546","45","416","1630","1335","109","4","117","1077","29","91","22.6","2347","250"
"福岡県","百貨店","2020年5月","","7","8253","3349","452","1449","111","1337","2266","2638","89","7","183","2284","74","155","27.3","2339","250"
"福岡県","百貨店","2020年6月","","7","18986","8995","1190","3865","282","3658","4590","5402","158","16","427","4599","202","419","30","2336","250"
"福岡県","百貨店","2020年7月","","7","21952","9200","1039","3684","317","4159","6598","6154","156","16","521","5216","244","683","31","2328","250"
"福岡県","百貨店","2020年8月","","7","17176","7418","761","2850","302","3506","3908","5850","204","20","510","4878","238","317","29","2317","250"
"福岡県","百貨店","2020年9月","","6","16955","7964","820","3016","262","3866","3311","5680","155","15","400","4867","242","208","29","2301","240"
"福岡県","百貨店","2020年10月","","6","20748","10186","1320","4064","362","4440","4184","6378","165","13","484","5427","289","216","31","2307","240"
"福岡県","百貨店","2020年11月","","6","23225","10349","1395","3807","401","4747","6051","6826","195","16","470","5856","289","483","30","2308","240"
"福岡県","百貨店","2020年12月","","6","29729","12613","1659","4157","394","6404","9171","7945","170","21","579","6861","313","841","31","2273","240"
"福岡県","スーパー","2018年","","147","362598","46529","11142","22556","3951","8881","234686","81383","1381","6980","8182","64840","***","1074","363.2","14221","767"
"福岡県","スーパー","2019年","","148","359759","44105","10343","21147","3789","8828","235086","80568","1349","7343","7965","63911","***","1106","363.2","14208","739"
"福岡県","スーパー","2020年","","163","384052","36963","8430","17135","3902","7496","260328","86760","1825","9762","8204","66969","***","961","363.2","14159","774"
"福岡県","スーパー","2018年度","","145","362080","46052","11032","22344","3887","8788","234516","81512","1379","6916","8182","65035","***","1065","363.3","13701","751"
"福岡県","スーパー","2019年度","","159","362594","42715","9968","20349","3762","8636","238939","80940","1376","7469","8087","64008","***","1096","364.6","14791","772"
"福岡県","スーパー","2020年1～3月","","159","88303","9003","2073","4285","782","1862","59724","19577","314","1784","1980","15499","***","222","90.7","14791","772"
"福岡県","スーパー","2020年4～6月","","161","93425","7788","1821","3513","848","1606","64770","20867","499","2557","2320","15491","***","192","88.9","14882","779"
"福岡県","スーパー","2020年7～9月","","162","98978","8925","1794","3985","957","2189","67460","22593","468","2828","2188","17109","***","259","91.7","13382","772"
"福岡県","スーパー","2020年10～12月","","163","103346","11248","2741","5353","1314","1839","68374","23724","545","2592","1716","18871","***","289","91.9","14159","774"
"福岡県","スーパー","2020年1月","","148","29571","3598","932","1656","296","714","19470","6503","100","606","631","5166","***","69","30.7","14551","732"
"福岡県","スーパー","2020年2月","","148","27389","2522","549","1288","207","477","18951","5916","81","484","597","4754","***","62","29","13853","732"
"福岡県","スーパー","2020年3月","","159","31343","2882","592","1340","279","671","21303","7158","132","694","752","5579","***","90","31","14791","772"
"福岡県","スーパー","2020年4月","","160","28632","1337","277","579","169","312","21217","6078","121","651","709","4596","***","53","28.9","14764","774"
"福岡県","スーパー","2020年5月","","161","31997","2661","577","1284","296","504","22184","7152","174","830","783","5365","***","74","30","14698","779"
"福岡県","スーパー","2020年6月","","161","32797","3790","967","1650","383","791","21369","7638","204","1076","829","5529","***","65","30","14882","779"
"福岡県","スーパー","2020年7月","","161","33610","3308","678","1490","349","791","22453","7849","170","1047","845","5787","***","92","31","15034","778"
"福岡県","スーパー","2020年8月","","162","34611","3010","602","1298","349","760","23673","7928","170","1006","856","5897","***","94","31","15238","781"
"福岡県","スーパー","2020年9月","","162","30757","2607","514","1196","259","637","21334","6815","128","776","487","5425","***","72","29.7","13382","772"
"福岡県","スーパー","2020年10月","","162","31621","3808","895","1840","421","653","20925","6888","167","672","487","5562","***","58","31","13549","772"
"福岡県","スーパー","2020年11月","","163","31714","3690","909","1773","404","604","20916","7107","164","761","519","5664","***","92","29.9","13765","774"
"福岡県","スーパー","2020年12月","","163","40011","3749","937","1740","490","582","26533","9729","214","1159","711","7645","***","139","31","14159","774"
"佐賀県","合計(百貨店＋スーパー)","2018年","","29","62821","10924","2225","5479","1059","2161","40889","11008","264","624","1723","8294","103","1030","364.6","2489","136"
"佐賀県","合計(百貨店＋スーパー)","2019年","","28","59832","10207","2056","5063","982","2106","39216","10409","231","611","1619","7853","95","931","363.1","2367","126"
"佐賀県","合計(百貨店＋スーパー)","2020年","","30","61299","8277","1609","3984","929","1755","41985","11037","344","920","1484","8221","69","750","362.6","2233","133"
"佐賀県","合計(百貨店＋スーパー)","2018年度","","28","61807","10733","2197","5361","1042","2134","40216","10858","255","610","1710","8182","101","1022","364.1","2333","126"
"佐賀県","合計(百貨店＋スーパー)","2019年度","","29","59957","9850","1971","4855","972","2052","39721","10386","236","613","1628","7818","91","903","364.3","2368","133"
"佐賀県","合計(百貨店＋スーパー)","2020年1～3月","","29","14335","2212","431","1107","205","468","9635","2488","47","157","385","1879","20","161","90.4","2368","133"
"佐賀県","合計(百貨店＋スーパー)","2020年4～6月","","29","14178","1707","355","793","191","369","9939","2532","88","247","388","1797","12","131","88.7","2353","133"
"佐賀県","合計(百貨店＋スーパー)","2020年7～9月","","30","15680","1896","319","888","212","477","10918","2866","122","270","388","2069","17","211","91.6","2129","133"
"佐賀県","合計(百貨店＋スーパー)","2020年10～12月","","30","17106","2462","503","1196","322","441","11493","3152","87","246","323","2475","20","247","91.9","2233","133"
"佐賀県","合計(百貨店＋スーパー)","2020年1月","","28","4909","882","187","430","76","189","3191","836","13","55","130","630","8","56","30.6","2488","126"
"佐賀県","合計(百貨店＋スーパー)","2020年2月","","28","4469","642","117","351","53","121","3084","743","12","39","111","574","7","44","28.9","2303","126"
"佐賀県","合計(百貨店＋スーパー)","2020年3月","","29","4957","688","127","325","76","159","3360","909","22","64","144","675","5","61","30.9","2368","133"
"佐賀県","合計(百貨店＋スーパー)","2020年4月","","30","4286","353","70","162","44","77","3202","731","20","59","119","531","3","36","28.3","2348","135"
"佐賀県","合計(百貨店＋スーパー)","2020年5月","","29","4679","524","99","254","64","108","3312","844","25","83","123","609","3","42","30.5","2318","133"
"佐賀県","合計(百貨店＋スーパー)","2020年6月","","29","5213","831","187","377","83","184","3425","957","43","105","147","657","6","52","29.9","2353","133"
"佐賀県","合計(百貨店＋スーパー)","2020年7月","","30","5442","716","124","337","77","178","3741","985","39","96","157","687","6","96","31","2489","134"
"佐賀県","合計(百貨店＋スーパー)","2020年8月","","30","5437","609","104","280","68","157","3827","1001","46","98","152","700","6","68","31","2545","134"
"佐賀県","合計(百貨店＋スーパー)","2020年9月","","30","4800","571","91","270","67","143","3349","880","37","76","78","683","5","47","29.6","2129","133"
"佐賀県","合計(百貨店＋スーパー)","2020年10月","","30","5043","806","157","385","112","153","3346","891","27","62","85","712","6","45","30.9","2165","133"
"佐賀県","合計(百貨店＋スーパー)","2020年11月","","30","5453","846","173","422","99","152","3635","973","29","71","104","762","7","74","30","2171","133"
"佐賀県","合計(百貨店＋スーパー)","2020年12月","","30","6610","810","173","389","111","136","4512","1287","32","113","134","1001","7","129","31","2233","133"
"佐賀県","百貨店","2018年","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","127","X"
"佐賀県","百貨店","2019年","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","111","X"
"佐賀県","百貨店","2020年","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2018年度","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","119","X"
"佐賀県","百貨店","2019年度","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","110","X"
"佐賀県","百貨店","2020年1～3月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","110","X"
"佐賀県","百貨店","2020年4～6月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年7～9月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年10～12月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年1月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","111","X"
"佐賀県","百貨店","2020年2月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","112","X"
"佐賀県","百貨店","2020年3月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","110","X"
"佐賀県","百貨店","2020年4月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年5月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年6月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年7月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年8月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年9月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年10月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年11月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","百貨店","2020年12月","","1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","109","X"
"佐賀県","スーパー","2018年","","28","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2362","X"
"佐賀県","スーパー","2019年","","27","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2256","X"
"佐賀県","スーパー","2020年","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2124","X"
"佐賀県","スーパー","2018年度","","27","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2214","X"
"佐賀県","スーパー","2019年度","","28","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2258","X"
"佐賀県","スーパー","2020年1～3月","","28","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2258","X"
"佐賀県","スーパー","2020年4～6月","","28","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2244","X"
"佐賀県","スーパー","2020年7～9月","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2020","X"
"佐賀県","スーパー","2020年10～12月","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2124","X"
"佐賀県","スーパー","2020年1月","","27","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2377","X"
"佐賀県","スーパー","2020年2月","","27","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2191","X"
"佐賀県","スーパー","2020年3月","","28","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2258","X"
"佐賀県","スーパー","2020年4月","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2239","X"
"佐賀県","スーパー","2020年5月","","28","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2209","X"
"佐賀県","スーパー","2020年6月","","28","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2244","X"
"佐賀県","スーパー","2020年7月","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2380","X"
"佐賀県","スーパー","2020年8月","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2436","X"
"佐賀県","スーパー","2020年9月","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2020","X"
"佐賀県","スーパー","2020年10月","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2056","X"
"佐賀県","スーパー","2020年11月","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2062","X"
"佐賀県","スーパー","2020年12月","","29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","2124","X"
"長崎県","合計(百貨店＋スーパー)","2018年","","36","104117","20837","4119","11901","1561","3256","61704","21576","538","1155","2498","16858","527","1144","362.9","3788","193"
"長崎県","合計(百貨店＋スーパー)","2019年","","38","102537","19823","3889","11215","1534","3185","62366","20348","504","1214","2440","15760","430","1032","362.9","3923","195"
"長崎県","合計(百貨店＋スーパー)","2020年","","38","103291","16051","3151","8688","1502","2710","65076","22163","653","1982","2338","16922","269","763","363.5","3514","198"
"長崎県","合計(百貨店＋スーパー)","2018年度","","36","103501","20500","4050","11748","1530","3172","61828","21172","519","1158","2466","16517","512","1126","362.6","3642","193"
"長崎県","合計(百貨店＋スーパー)","2019年度","","39","102922","19134","3781","10731","1520","3101","63281","20507","510","1260","2489","15830","418","986","364.1","3935","202"
"長崎県","合計(百貨店＋スーパー)","2020年1～3月","","39","24523","4324","835","2463","342","683","15177","5023","115","347","641","3812","107","145","90.5","3935","202"
"長崎県","合計(百貨店＋スーパー)","2020年4～6月","","38","24078","3507","725","1860","330","592","15412","5159","148","503","665","3797","45","115","90.1","3882","199"
"長崎県","合計(百貨店＋スーパー)","2020年7～9月","","38","26442","3663","620","1935","357","751","16919","5860","177","602","618","4407","55","235","91.2","3247","198"
"長崎県","合計(百貨店＋スーパー)","2020年10～12月","","38","28248","4558","971","2430","473","684","17569","6122","212","529","414","4905","61","268","91.7","3514","198"
"長崎県","合計(百貨店＋スーパー)","2020年1月","","38","8429","1781","371","1003","122","286","4951","1698","40","116","216","1291","35","49","30.8","3935","196"
"長崎県","合計(百貨店＋スーパー)","2020年2月","","38","7682","1218","221","727","92","179","4971","1493","29","77","192","1170","25","42","28.9","3782","195"
"長崎県","合計(百貨店＋スーパー)","2020年3月","","39","8412","1325","244","734","129","219","5255","1832","47","154","234","1351","47","54","30.8","3935","202"
"長崎県","合計(百貨店＋スーパー)","2020年4月","","39","7332","746","136","407","72","131","5037","1549","33","126","208","1167","15","30","29.6","3872","204"
"長崎県","合計(百貨店＋スーパー)","2020年5月","","39","8034","1129","223","615","111","180","5174","1731","51","168","216","1283","14","34","30.6","3923","204"
"長崎県","合計(百貨店＋スーパー)","2020年6月","","38","8711","1632","366","838","146","281","5201","1879","64","210","241","1346","16","50","29.9","3882","199"
"長崎県","合計(百貨店＋スーパー)","2020年7月","","38","9506","1388","247","728","141","273","6026","2091","65","222","255","1532","17","122","30.9","3935","199"
"長崎県","合計(百貨店＋スーパー)","2020年8月","","38","9057","1195","199","619","119","259","5830","2032","67","215","254","1476","21","66","30.9","3950","199"
"長崎県","合計(百貨店＋スーパー)","2020年9月","","38","7879","1080","174","588","98","220","5062","1736","45","165","110","1399","18","46","29.4","3247","198"
"長崎県","合計(百貨店＋スーパー)","2020年10月","","38","8391","1539","317","829","150","244","5050","1802","70","141","117","1454","20","46","30.9","3350","198"
"長崎県","合計(百貨店＋スーパー)","2020年11月","","38","8842","1485","322","795","147","221","5505","1853","71","154","126","1481","21","59","29.9","3347","198"
"長崎県","合計(百貨店＋スーパー)","2020年12月","","38","11015","1533","331","807","176","219","7014","2467","71","234","170","1971","21","164","30.9","3514","198"
"長崎県","百貨店","2018年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","421","X"
"長崎県","百貨店","2019年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","414","X"
"長崎県","百貨店","2020年","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","385","X"
"長崎県","百貨店","2018年度","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","407","X"
"長崎県","百貨店","2019年度","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","395","X"
"長崎県","百貨店","2020年1～3月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","395","X"
"長崎県","百貨店","2020年4～6月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","394","X"
"長崎県","百貨店","2020年7～9月","","2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","387","X"
